Game ID,Game URL,Game Recap,Game BoxScore,Game Charts,Game Play_By_Play
22500119,https://www.nba.com/game/okc-vs-dal-0022500119,https://www.nba.com/game/okc-vs-dal-0022500119?watchRecap=true,https://www.nba.com/game/okc-vs-dal-0022500119/box-score,https://www.nba.com/game/okc-vs-dal-0022500119/game-charts,https://www.nba.com/game/okc-vs-dal-0022500119/play-by-play?latest=0
22500120,https://www.nba.com/game/phx-vs-uta-0022500120,https://www.nba.com/game/phx-vs-uta-0022500120?watchRecap=true,https://www.nba.com/game/phx-vs-uta-0022500120/box-score,https://www.nba.com/game/phx-vs-uta-0022500120/game-charts,https://www.nba.com/game/phx-vs-uta-0022500120/play-by-play?latest=0
22500008,https://www.nba.com/game/den-vs-min-0022500008,https://www.nba.com/game/den-vs-min-0022500008?watchRecap=true,https://www.nba.com/game/den-vs-min-0022500008/box-score,https://www.nba.com/game/den-vs-min-0022500008/game-charts,https://www.nba.com/game/den-vs-min-0022500008/play-by-play?latest=0
22500121,https://www.nba.com/game/mem-vs-gsw-0022500121,https://www.nba.com/game/mem-vs-gsw-0022500121?watchRecap=true,https://www.nba.com/game/mem-vs-gsw-0022500121/box-score,https://www.nba.com/game/mem-vs-gsw-0022500121/game-charts,https://www.nba.com/game/mem-vs-gsw-0022500121/play-by-play?latest=0
22500122,https://www.nba.com/game/por-vs-lal-0022500122,https://www.nba.com/game/por-vs-lal-0022500122?watchRecap=true,https://www.nba.com/game/por-vs-lal-0022500122/box-score,https://www.nba.com/game/por-vs-lal-0022500122/game-charts,https://www.nba.com/game/por-vs-lal-0022500122/play-by-play?latest=0
22500007,https://www.nba.com/game/cle-vs-det-0022500007,https://www.nba.com/game/cle-vs-det-0022500007?watchRecap=true,https://www.nba.com/game/cle-vs-det-0022500007/box-score,https://www.nba.com/game/cle-vs-det-0022500007/game-charts,https://www.nba.com/game/cle-vs-det-0022500007/play-by-play?latest=0
22500114,https://www.nba.com/game/orl-vs-phi-0022500114,https://www.nba.com/game/orl-vs-phi-0022500114?watchRecap=true,https://www.nba.com/game/orl-vs-phi-0022500114/box-score,https://www.nba.com/game/orl-vs-phi-0022500114/game-charts,https://www.nba.com/game/orl-vs-phi-0022500114/play-by-play?latest=0
22500125,https://www.nba.com/game/nyk-vs-mil-0022500125,https://www.nba.com/game/nyk-vs-mil-0022500125?watchRecap=true,https://www.nba.com/game/nyk-vs-mil-0022500125/box-score,https://www.nba.com/game/nyk-vs-mil-0022500125/game-charts,https://www.nba.com/game/nyk-vs-mil-0022500125/play-by-play?latest=0
22500126,https://www.nba.com/game/sac-vs-okc-0022500126,https://www.nba.com/game/sac-vs-okc-0022500126?watchRecap=true,https://www.nba.com/game/sac-vs-okc-0022500126/box-score,https://www.nba.com/game/sac-vs-okc-0022500126/game-charts,https://www.nba.com/game/sac-vs-okc-0022500126/play-by-play?latest=0
22500127,https://www.nba.com/game/lac-vs-gsw-0022500127,https://www.nba.com/game/lac-vs-gsw-0022500127?watchRecap=true,https://www.nba.com/game/lac-vs-gsw-0022500127/box-score,https://www.nba.com/game/lac-vs-gsw-0022500127/game-charts,https://www.nba.com/game/lac-vs-gsw-0022500127/play-by-play?latest=0
